"state","city","address1","address2","name","phone","zip"
"IL","Naperville","1355 Route 59","Suite #1e","Masalas n More","6302360642","60564"
"IL","Morton Grove","9232 North Waukegan Road","","Ruby Indian Groceries","8476630170","60053"
"IL","Gurnee","3900 Washington Street","","Desineeds","8476622200","60031"
"IL","Wheeling","759 West Dundee Road","","Shital Grocery & Video","8478088630","60090"
"IL","Vernon Hills","131 East Townline Road","","Spice Bazaar","8475490065","60061"
"IL","Oak Forest","5240 West 159th Street","","Swagat Foods","7085356789","60452"
"IL","Chicago","2514 West Devon Avenue","","Desi Mart","7733387500","60659"
"IL","Westmont","6030 South Cass Avenue","","P & P Asian Foods","6307191800","60559"
"IL","Carpentersville","2279 Randall Road","","Aarti Food & Video","8478360162","60110"
"IL","Chicago","2646 West Devon Avenue","","Kamdar Plaza","7733388100","60659"
"IL","Mount Prospect","2360 South Elmhurst Road","","Ambica","8473645447","60056"
"IL","Des Plaines","615 West Golf Road","","India Bazar","8474729292","60016"
"IL","Oak Forest","6046 159th Street","","Indian Bazaar","7083774253","60452"
"IL","Lombard","896 East Roosevelt Road","","Al-Wahid Grocery","6306271610","60148"
"IL","Hoffman Estates","715 West Golf Road","","Parivar Grocers","8478846600","60169"
"IL","Naperville","1411 Plainfield Naperville Road","","Avkar Grocer","6305798485","60564"
"IL","Elk Grove Village","939 Lee Street","","Janaki Foods","8474721527","60007"
"IL","Schaumburg","645 E, Algonquin Rd","","Vishnu Vilas","8473035116","60173"
"IL","Hanover Park","1930 Army Trail Rd","","India Bazar","6308306020","60133"
"IL","Algonquin","2707 West Algonquin Road","","Bombay Mart","8474588780","60102"
"IL","Streamwood","1050 East Schaumburg Road","","Anna Data","6302332525","60107"
"IL","Naperville","790 Royal Saint George Drive","","Mayuri","6303571738","60563"
"IL","Glen Ellyn","1184 East Roosevelt Road","","Pardesi Grocers","6306789288","60137"
"IL","Chicago","2449 W Devon Ave","","Nayab Mart","7732629200","60659"
"IL","Naperville","1592 West Ogden Avenue","","Indo Pak Grocery","6309953255","60540"
"CA","Santa Clara","2039 El Camino Real", nil, "Patel Brothers","4082613555","95050"
"CT","Manchester","171 E. Spencer Street", nil, "Patel Brothers","8606456100","06040"
"CT","Norwalk","330 Connecticut Ave.", nil, "Patel Brothers","2039391777","06854"
"FL","Tampa","1251 E. Fowler Ave Unit F", nil, "Patel Brothers","8135589090","33612"
"FL","Orlando","123-XYZ OBT Road", nil, "Patel Brothers","6464094414","32802"
"IL","Chicago","2610 W. Devon Avenue","","Patel Brothers","7732627777","60659"
"IL","Schaumburg","873 E. Schaumburg Road","","Patel Brothers","8475241111","60193"
"IN","Indianapolis","4150 Lafayette Rd, Suite F&G", nil, "Patel Brothers","3172938345","46254"
"KY","Louisville","1850 S. Hurstbourne Pkwy, Suite#134", nil, "Patel Brothers","5024999791","40220"
"MD","Rockville","15110 Frederick Road", nil, "Patel Brothers","3013408656","20850"
"MD","Hyattsville","2074 University Blvd", nil, "Patel Brothers","3014221555","20783"
"MA","Waltham","425 Moddy Street","","Patel Brothers","7818931003","02453"
"MA","Shrewsbury","504 Boston Turnpike", nil, "Patel Brothers","5088429600","01545"
"MI","Garden City","28684 Ford Road", nil, "Patel Brothers","7344274445","48135"
"MI","Sterling Heights","37196 Dequindre Road", nil, "Patel Brothers","5867955120","48077"
"MI","Ann Arbor","3426 Washtenaw Ave.", nil, "Patel Brothers","7348340222","48104"
"MS","Jackson","1999 Hwy 80 West Suite 15", nil, "Patel Brothers","6013536611","39204"
"MS","Rigdeland","6800 W. Old Canton Rd. Suite 102", nil, "Patel Cash & Carry","6019520332","39157"
"NJ","Parsippany","1084-1088 Rt 46 West", nil, "Patel Brothers","9732999913","07054"
"NJ","Iselin","1357 Oaktree Rd","","Patel Brothers","7322837283","08830"
"NJ","Iselin","1551 Oaktree Rd", nil, "Patel Cash & Carry","7322050187","08830"
"NJ","North Brunswick","2800 Rt #27, Ryan Plaza", nil, "Patel Cash & Carry","7328210667","08902"
"NJ","Jersey City","782 Newark Ave","","Patel Cash & Carry","2012227572","07306"
"NJ","South Amboy","8 Old Road", nil, "Patel Brothers","7325251890","08879"
"NY","Bellerose","251-08 Hillside Avenue", nil, "Patel Brothers","7184701356","11426"
"NC","Cary","802 E. Chatham St.", nil, "Patel Brothers","9193800113","27511"
"NC","Pineville","10701 Centrum Parkway", nil, "Patel Brothers","7045402013","28134"
"OH","Columbus","1170 Kenny Square Mall", nil, "Patel Brothers","6142731376","43220"
"OH","Sharonville","11985 Lebanon Rd.", nil, "Patel Brothers","5137690400","45241"
"OH","Columbus","6600 Saw Mill Rd.", nil, "Patel Brothers","6147928484","43235"
"OH","Middleburg Hts.","6876 Pearl Road", nil, "Patel Brothers","4408854440","44130"
"PA","Bensalem","1915 Street Road", nil, "Patel Brothers","2154478154","19020"
"TN","Nashville","4043 Nolensville Pike", nil, "Patel Brothers","6158331555","37211"
"TX","Irving","1009 W. Rochelle Rd.", nil, "Patel Brothers","9725702504","75062"
"TX","Sugar Land","16338 Kensington Dr. Unit#130", nil, "Patel Brothers","2819801181","77479"
"TX","Houston","5815 Hillcroft", nil, "Patel Brothers","7137848332","77036"
"TX","Plano","6205 Coit Road, Suite 201", nil, "Patel Brothers","9723981166","75024"
"CA","San Gabriel","7246 Rosemead Blvd","","Bhanu's Indian Grocery","6262912101","91775"
"MD","Parkville","8904 Harford Road","","Pavan Foods","4106633201","21234"
"NJ","Iselin","1518 Oak Tree Rd","","Subzi Mandi","7326030588","08830"
"NJ","Edison","1700 Oak Tree Road","#7A","Apna Bazar Cash & Carry","7326039702","08820"
"NJ","Rochelle Park","194 New Jersey 17","","Subzi Bazaar","2018807773","07662"
"NJ","Green Brook","392 U.S. 22","","Bhavani Cash & Carry","7325296060","08812"
"NJ","East Hanover","320 New Jersey 10","","India Bazaar","9734630133","07936"
"NJ","Hightstown","761 New Jersey 33","","Patidar Cash and Carry","6093018718","08520"
"NJ","Parsippany-Troy Hills","1549 U.S. 46","","Subzi Mandi","9733940034","07054"
"NJ","South Amboy","8 Old Road","","Patel Brothers","2012227572","08879"
"CA","Lake Forest","23542 El Toro Rd","","Nina's Indian Grocery","9495832789","92630"
"SD","Brookings","605 Main Ave","","Food & Health Concepts","6056922105","57006"
"SD","Sioux Falls","5317 W 41st Street","","Food & Health Concepts","6052752105","57106"
"IL","Peoria","6926 North University Street","","Taj Emporium","3096936787","61614"
"IL","Bloomington","1407 North Veterans Parkway","","Spice Xpress","3096642008","61704"
"IL","Peoria","7815 North Knoxville Avenue","","Devon Foods","3096937560","61614"
"TX","Austin","12809 N Fm 620 #3","","Gandhi Bazar","5122497600","78750"
"PA","Exton","402, West Lincoln Highway,","","Bhavani Food Market","6103639030","19341"
"MA","Woburn","12 Walnut St","","EZ Indian Grocery","7819376996","01801"
"MA","Burlington","232 Cambridge St","","Raja & Rana's Wholesale Grocery","7812723808","01803"
"MA","Burlington","120 Cambridge St","Suite #2","Spiceland","7812292124","01803"
"MA","Woburn","470 Main St","","Desi Market","7819326890","01801"
"NY","New York","121 Lexington Ave","","Foods of India","2126834419","10016"
"NY","New York","128 East 28th Street","","Little India Stores","2126831691","10016"
"CT","West Haven","315 York Street","","Indian Asian Groceries","2039349676","06516"
"CT","Newington","78 Pane Rd.","","Shree Raj Grocery","8603724599","06111"
"CT","Stamford","111 High Ridge Rd","","JaiHo Market","2035889455","06905"
"MA","West Springfield","3 Central Street","","Spices Of Asia","4137311970","01089"
"CT","Rocky Hill","2122 Silas Deane Hwy","","Sai Foods","8605635000","06067"
"CT","Stamford","155 Still Water Ave","","Still Water Market","2033271626","06902"
"CT","Danbury","5 Padanaram Road","","Bombay Sweets & Spices","2037912944","06811"
"CT","Stamford","498 Glenbrook Rd","","Desi Bazaar","2035048580","06906"
"IL","Chicago","221 East 31st Street","","Indiana Grocers","3122257060","60616"
"CA","Tracy","450 East 11th St","","Punjabi Bazaar","2098337180","95376"
"IL","Park Ridge","2628 Dempster St.","","Hari Om Grocers","2245678118","60068"
"TX","Austin","3601 W William Cannon Dr","#750","Man Pasand Grocery","5128929600","78749"
"CA","Union City","34695 Alvarado Niles Blvd","","Raman'S Indian Groceries","5103248494","94587"
"GA","Atlanta","4719 Ashford Dunwoody Rd","","Bharath Groceries","6787319252","30338"
"FL","Orlando","1750 West Sand Lake Rd","","Patel Brothers","6464094414","32809"
"NJ","Teaneck","561 Cedar Ln","","Annapurna Indian Grocery","2016920332","07666"
"MD","Baltimore","323 North Charles St,","","Annapurna Grocery","4102445556","21201"
"NY","Hicksville","217 Bethpage Rd","","Apna Bazar","5169312045","11753"
"NY","Floral Park","260-04 Hillside Avenue","","Apna Bazar","2014390077","11004"
"UT","Cedar City","535 S Main St","Suite 14","Arabic And Indian Foods","4355724180","84720"
"IL","Bartlett","947 S. Route 59","","Siri Grocery","6303984831","60103"
"NM","Albuquerque","6514 Central Ave Se","","Bombay Spice","5052326661","87108"
